ell,D_ell,model,sigma_eff,z_whitened
629,1844.10636,2024.1123634510684,178.81125189475796,-1.0066816352083572
630,1972.2257,2013.1976968081221,186.0482912297016,-0.22022237633742497
631,2030.29936,2002.3297191653458,189.24504862220974,0.14779589235378135
632,1854.09755,1991.5129056558817,178.4881745091972,-0.7698849295408137
633,1784.65299,1980.7517089165876,174.1638089144454,-1.1259441335077673
634,2109.45665,1970.0505568998465,193.25149342976732,0.7213713623942444
635,2020.0546,1959.4138506943605,187.53681069847804,0.3233538475981537
636,1722.77081,1948.8459623560877,169.7467812296226,-1.331837639090592
637,1964.28067,1938.3512327506855,183.65099706090143,0.14118865491765323
638,2028.86493,1927.9339694084988,187.31101253778996,0.5388415727619771
639,1933.40252,1917.59844439332,181.29264400790908,0.08717438974518224
640,1922.82945,1907.348892186388,180.4137316488407,0.0858058733785493
641,2066.79707,1897.1895075863802,188.92757927814162,0.8977385041488383
642,1907.64775,1887.1244436269233,179.0293782457007,0.1146365282289622
643,2017.41507,1877.1578095126715,185.45379854794814,0.7562921956061509
644,1646.91552,1867.2936685752034,163.3301656366487,-1.349280138890363
645,1660.76899,1857.5360362496688,163.88116588621034,-1.2006690652072396
646,1813.22136,1847.88887807372,172.51344678827692,-0.20095545430882777
647,1815.5338,1838.3561077094907,172.43856370942123,-0.13235037000162575
648,1906.433,1828.9415849899412,177.67194641335396,0.4361488494631273
649,1980.70532,1819.6491139906518,181.9964403248395,0.8849415171081602
650,1995.84837,1810.4824411281784,182.7430304292979,1.014352932838872
651,1771.1505,1801.4452532860164,169.02554478809373,-0.17923180383176268
652,1876.16826,1792.5411759692336,175.10641914090257,0.4775786315604701
653,1783.64457,1783.7737714888233,169.40423177146164,-0.0007626815899006422
654,1741.77332,1775.1465371770144,166.76317028930268,-0.20012342724786353
655,1930.9389,1766.662903634115,177.9399666586068,0.9232102233730476
656,1796.60944,1758.3262330084492,169.6850713786976,0.22561328866763733
657,1763.28484,1750.1398173097894,167.55557799654744,0.07845171642379783
658,1761.20262,1742.1068767578101,167.28707814106093,0.11414954134166802
659,1930.79245,1734.2305581661003,177.3711316613444,1.1081955106944699
660,1774.90572,1726.51393336276,167.83014335455456,0.2883378734594081
661,1766.24984,1718.9599976486838,167.19019290554212,0.2828505759188494
662,1901.18763,1711.5716682940927,175.20394164900634,1.082258537800326
663,2094.70467,1704.3517830743624,187.10550275027276,2.0862715483394227
664,1905.31888,1697.3030988460982,175.2479111882429,1.1869800886269122
665,1745.11547,1690.4282901638996,165.49618990787332,0.3304437393183674
666,1760.99191,1683.72994793903,166.34596386530183,0.46446550469678194
667,1816.90155,1677.210578140393,169.6089972812443,0.8236059059294633
668,1795.76698,1670.8726005389187,168.25838709226198,0.7422772892301494
669,1729.13239,1664.718347495618,164.2101190048596,0.3922659754145586
670,1753.30384,1658.7500627945478,165.57736161451564,0.5710549816923944
671,1817.5706,1652.969900520781,169.37016368924472,0.9718399976351406
672,1797.77122,1647.3799239845177,168.1226779640135,0.8945330745187955
673,1889.47945,1641.9821046915413,173.64064360444954,1.425342248052556
674,1873.8861,1636.7783213609684,172.64641082529766,1.3733721859932717
675,1883.92544,1631.770358990455,173.22510467098905,1.4556497540496207
676,1746.3044,1626.9599079697994,164.88399112502202,0.7238088501855137
677,1826.00277,1622.348563243118,169.647609911306,1.2004543233079157
678,1904.97653,1617.9378235201582,174.4473047878507,1.6454178345083403
679,1743.39732,1613.7290905373102,164.65752730125186,0.7875025915180497
680,1697.19065,1609.723668368602,161.9137008304136,0.5402074140903611
681,1645.99892,1605.922762787005,158.91366010782585,0.25218824603122586
682,1851.86947,1602.3274806766265,171.19086411459864,1.4576828653445266
683,1677.52463,1598.9388294958621,160.77683011948238,0.4887880949371634
684,1775.17319,1595.7577167919853,166.5883783834991,1.076998737540902
685,1929.25002,1592.7849497672973,175.9835675933595,1.9119118610560468
686,1645.14282,1590.021234897231,158.95862506302646,0.3467668714479233
687,1855.11076,1587.4671776004488,171.50408541850086,1.5605668036796478
688,1911.43259,1585.1232819611664,174.98735149083512,1.8647593969437486
689,1852.48632,1582.9899505038886,171.4294363205864,1.572054224060634
690,1932.13803,1581.0674840206798,176.3549245707062,1.990704522904123
691,1686.60373,1579.3560814508783,161.623871213685,0.6635631713543619
692,1695.18901,1577.8558398135012,162.1930251918963,0.7234168673263095
693,1918.38426,1576.5667541923467,175.68754640492085,1.9455989499667765
694,1900.33218,1575.4887177735293,174.65077183325164,1.8599600724159187
695,1780.44303,1574.6215219358476,167.47236238378318,1.2289879066283633
696,2010.32021,1573.964856393443,181.59499051882867,2.4029041349646354
697,1978.6511,1573.518309390964,179.71070700495983,2.2543608968042994
698,1884.55715,1573.2813679510036,174.01925920650672,1.7887432889230321
699,1730.00993,1573.253418173607,164.8442079077533,0.9509373354149858
700,1835.87426,1573.4337455876796,171.26545810303418,1.5323610336792775
701,1867.00295,1573.8215355541836,173.2532040979227,1.6922135205078825
702,1984.70412,1574.4158737205726,180.56805678995377,2.2722083494352288
703,1976.50572,1575.21574652659,180.171510792342,2.2272665179342357
704,1976.81227,1576.220041760825,180.30479332277983,2.2217502976864214
705,1801.55002,1577.4275491676087,169.78721886140315,1.3200196830795712
706,1810.2166,1578.836961104347,170.4350034907786,1.3575828565531247
707,1813.6806,1580.446873248284,170.77628741438022,1.3657266490738602
708,1942.8154,1582.255785352751,178.71914510909136,2.0174649695597022
709,1869.14561,1584.2621020521724,174.38377723854964,1.6336583164964882
710,1870.06777,1586.4641337154524,174.58342340689794,1.6244591310571261
711,1980.36307,1588.8600973472332,181.43841606746673,2.157773315807546
712,1901.29306,1591.448117536442,176.76694882340723,1.752844321440982
713,1920.5018,1594.226227451618,178.08410693184962,1.832143127029541
714,1876.40958,1597.1923698823257,175.57910288770302,1.5902644763839362
715,1681.52156,1600.3443983262455,164.2702638145969,0.49416832839189184
716,2001.09452,1603.6800781210986,183.4745183183765,2.166047064853349
717,2001.71579,1607.1970876207527,183.67477771938755,2.14791985746666
718,1806.58227,1610.893019414973,172.0960640548142,1.13709312098328
719,2035.80067,1614.7653815919987,186.09966219475805,2.26241833780105
720,1958.32914,1618.8115990432757,181.53652924082772,1.870243649454804
721,1810.33962,1623.0290148092956,172.8651875750069,1.0835646425884884
722,1941.97584,1627.4148914663067,180.90296671206391,1.738837976241526
723,2205.26033,1631.9664125526344,197.31684617010345,2.9054484124134987
724,2072.59272,1636.6806840339018,189.23169261534784,2.303588949300257
725,2066.58343,1641.5547358064268,189.0415752248439,2.2483344930238176
726,1975.08134,1646.585523237768,183.64467432918312,1.7887576536709313
727,1977.91685,1651.7699287436087,184.00579563777754,1.7724817858369204
728,1992.07342,1657.1047634002475,185.05359772701524,1.8101169645665942
729,1928.71313,1662.5867685912451,181.43539512448814,1.4667830454259374
730,1735.32064,1668.2126176880308,170.30865745117777,0.39403764503989985
731,2038.45105,1673.9789177628645,188.44767004042401,1.934076086793497
732,2112.84182,1679.882211333435,193.19184434183254,2.241086367499494
733,2035.27829,1685.918978138336,188.64617133893154,1.8519289810233517
734,2220.85712,1692.0856369418616,200.26222189206536,2.6403955676828987
735,1946.14531,1698.3785473677215,183.68746981918397,1.3488495588521756
736,2179.63967,1704.794011760083,198.0799306115514,2.3972426523670514
737,2157.57531,1711.3282770712499,196.91006372637543,2.266247973739176
738,2045.01123,1717.9775367750153,190.23472996193374,1.7191061447634965
739,1983.19589,1724.7379328039226,186.72341429656043,1.384175402799703
740,1967.35965,1731.605557510458,185.98683463737473,1.2675848424927512
741,2242.43535,1738.5764556498873,202.9349909603382,2.4828586335246023
742,2360.2319,1745.6466263846964,210.50009435369805,2.919643696608665
743,2130.30703,1752.812025308571,196.4197869788736,1.9218786991762256
744,2164.02228,1760.068566489711,198.67942202420505,2.0331935204697524
745,2249.89676,1767.412124531572,204.16691857612452,2.3631871354738183
746,2223.76666,1774.838536650256,202.74410311121076,2.2142598303019168
747,2360.53936,1782.343604767536,211.44907933490373,2.734444420619532
748,2410.19547,1789.9230976179892,214.7600027734123,2.888211791636286
749,2395.82539,1797.572752869403,214.0371286527988,2.795088127448462
750,2223.7478,1805.288279255161,203.51624750430258,2.0561479777480294
751,2309.99437,1813.0653587174095,209.03733475269595,2.377226115471134
752,2029.03146,1820.8996485599523,192.1384362558876,1.0832388120555965
753,2267.48892,1828.786783609571,206.780007898428,2.1215887398839963
754,2256.32752,1836.7223783847041,206.27990807624565,2.0341542010974734
755,2177.40383,1844.7020292703148,201.64358824352695,1.6499498130725492
756,2304.69601,1852.7213166976376,209.63305342645086,2.156027811048111
757,2517.91808,1860.7758073278046,223.17324786678608,2.9445387337126037
758,2265.37361,1868.8610562380547,207.57398629683183,1.9102227636315199
759,2275.05951,1876.9726091094708,208.3491674477119,1.9106719060465394
760,2277.02097,1885.1060044148985,208.6480120240211,1.8783546595209417
761,2478.61467,1893.2567756061926,221.3603684028321,2.6443662820824896
762,2289.14207,1901.4204532991716,209.7425562832279,1.8485596035993028
763,2296.64563,1909.5925674555738,210.37503915359713,1.8398240784727056
764,2419.03176,1917.768649560691,218.1177714288322,2.298130533590481
765,2279.49845,1925.9442347953095,209.6617575463167,1.686307600119141
766,2283.95078,1934.1148642014132,210.09984036359236,1.665093677335364
767,2309.93535,1942.2760868396388,211.85388733225162,1.7354378897176401
768,2258.76301,1950.423461938305,208.88905733805737,1.4760923908172516
769,2528.92546,1958.5525610322654,225.78055334877197,2.5262268628009665
770,2272.15973,1966.6589700905201,210.0192174801907,1.454632407333367
771,2505.39638,1974.7382916320885,224.58919263700045,2.3627944075902394
772,2299.77431,1982.786146827948,212.00378685038655,1.495200476752587
773,2326.02526,1990.7981775891542,213.75330646882992,1.5682895761882842
774,2358.15354,1998.7700486394879,215.86458292843957,1.664856209782453
775,2351.96953,2006.697449571268,215.62189603065676,1.6012848731264366
776,2324.80814,2014.5760968840807,214.09349721866204,1.449049350616508
777,2475.56801,2022.401736004665,223.52442150671976,2.0273680653803257
778,2262.73496,2030.1701432874918,210.58335999361594,1.1043836356279928
779,2310.2152,2037.8771279945292,213.58829499527795,1.2750608454994772
780,2414.32605,2045.518534253809,220.0874274259704,1.6757318673745905
781,2276.36741,2053.0902429950625,211.77462549231305,1.054315012886385
782,2506.82979,2060.5881738623407,226.04791307198875,1.9741019064199277
783,2266.34791,2068.008287102019,211.39469481849855,0.9382431430848982
784,2306.9583,2075.346585425424,213.9567355129047,1.0825165845765399
785,2750.03218,2082.5991158452853,241.71111527289787,2.7612841196862887
786,2586.41603,2089.761971485364,231.41826769373935,2.1461316060489724
787,2489.16278,2096.8312933615316,225.42744577150927,1.7403891761969894
788,2506.98103,2103.803272134744,226.61888104162986,1.7791004704113431
789,2416.48582,2110.674149833682,221.10150438496063,1.383127948482287
790,2357.90901,2117.440221547334,217.59554229022805,1.1051181743968328
791,2611.53407,2124.0978370863227,233.3910263683318,2.0884960338810026
792,2322.28555,2130.6434026120082,215.58251562917266,0.888950325255685
793,2445.8747,2137.0733822329166,223.20488992801904,1.3834881389322071
794,2430.61442,2143.3842995675764,222.32766092090404,1.2919225580959508
795,2453.84382,2149.5727392735225,223.81558064154558,1.3594722934583645
796,2483.65155,2155.635348540713,225.70943651628963,1.4532675572720852
797,2510.91372,2161.5688385498242,227.446556781475,1.535942712844924
798,2538.53177,2167.3699858944724,229.20614789768976,1.6193360758857234
799,2566.30495,2173.0356339661357,230.97589757779247,1.7026422243966461
800,2529.00418,2178.562694301956,228.68196106525085,1.53244044289987
801,2266.28011,2183.94814789432,212.65302489560378,0.387165722876968
802,2485.5942,2189.189046462111,226.03890507172446,1.3113014922976935
803,2583.05344,2194.282513682746,232.1210044376112,1.6748631915460581
804,2388.08246,2199.22574638432,220.0770449918856,0.858139083168095
805,2440.10757,2204.0160156982056,223.27148536219636,1.0574191949267555
806,2433.77534,2208.650668170564,222.88472142115938,1.0100498158599398
807,2576.9292,2213.127126833286,231.75658337760257,1.569759390929442
808,2520.27833,2217.442892233087,228.21742191728381,1.3269602084834435
809,2446.6831,2221.5955434192497,223.65385559957687,1.006410356652829
810,2599.15433,2225.5827388888815,233.10999462507513,1.602555015763936
811,2471.72452,2229.4022174898705,225.15510302197183,1.076246104386462
812,2727.51336,2233.0517992808454,241.16894683705505,2.0502704315959703
813,2603.96533,2236.5293863480756,233.32777648185248,1.5747629758967099
814,2508.8269,2239.8329635793116,227.34979503463623,1.1831721087749731
815,2498.2177,2242.9605993932596,226.64718084784525,1.126231085918964
816,2576.29357,2245.9104464262427,231.4628513412226,1.4273699717226165
817,2507.61524,2248.6807421737285,227.12592623854366,1.1400481755408245
818,2345.9759,2251.2698095887167,217.13128071125655,0.4361697223037354
819,2742.24524,2253.676057634865,241.78134187752482,2.0207067202589246
820,2477.61237,2255.897981795742,225.06955421175132,0.9850927593505745
821,2483.08733,2257.9341645393883,225.33300223162217,0.999201906648251
822,2494.11957,2259.7832757380597,225.9366958820592,1.0371767779779588
823,2599.36245,2261.444073043539,232.43056439418172,1.4538465620355392
824,2539.82056,2262.9154022176886,228.60834528204344,1.2112644332414129
825,2473.81338,2264.196197418159,224.40368441019518,0.9341075799748215
826,2355.44442,2265.285481439517,217.01630719781627,0.4154477593165413
827,2677.68077,2266.1823659099164,237.0048875351142,1.7362443803152234
828,2620.50146,2266.8860514429516,233.2751452334662,1.5158726327365195
829,2624.1584,2267.3958277452957,233.39509571751756,1.5285778441827265
830,2415.96753,2267.711073679815,220.26536001937245,0.6730811249991634
831,2601.43037,2267.8312572845143,231.72154081393415,1.4396551634504984
832,2312.0784,2267.755935747891,213.63348705749078,0.20746964749108582
833,2456.13809,2267.484755339523,222.35698602689808,0.8484254892610207
834,2592.66584,2267.0174512982085,230.77559782549406,1.4111040845316656
835,2550.88864,2266.353847675799,228.00012614629193,1.2479589249947818
836,2382.24815,2265.493857138115,217.34261893425668,0.5371900524360649
837,2548.34298,2264.4374807235677,227.5428688591479,1.2477011505562654
838,2384.90035,2263.1848075584226,217.18582011319768,0.5604212207691043
839,2460.61279,2261.7360145302464,221.72219451015684,0.8969637699515166
840,2413.53254,2260.091365919689,218.62176216090427,0.7018568168313427
841,2568.20533,2258.2512129901042,228.1521223702297,1.358541458172031
842,2547.54461,2256.215993536674,226.67296794257143,1.285237578647381
843,2572.5185,2253.986231394456,228.0786468498518,1.3965896106672346
844,2711.79696,2251.562535905981,236.807754550153,1.9434938900894279
845,2391.93233,2248.9456013494137,216.35951355800896,0.6608756245527874
846,2509.71594,2246.1362063270376,223.5476111868855,1.1790764941460732
847,2247.64777,2243.1352131145663,207.05904566010295,0.021793575214488662
848,2434.32156,2239.943566972483,218.40557014038575,0.8899864270978777
849,2369.0749,2236.5622954192404,214.1208922477079,0.6188681692371295
850,2311.71114,2232.9925074669904,210.346210420074,0.3742336616181657
851,2503.64233,2229.2353928205716,222.15063047079008,1.2352291622935971
852,2236.87491,2225.2922210401466,205.28668233574243,0.0564220183602077
853,2489.11257,2221.1643406683743,220.79811858616264,1.213543987817375
854,2453.92848,2216.8531783222343,218.34831189336265,1.0857665883560805
855,2437.44313,2212.360237750383,217.0795528023658,1.0368682326084286
856,2473.72026,2207.6870988569626,219.14742066410724,1.2139461205468312
857,2294.9025,2202.8354166918416,207.67216933510494,0.4433289429340762
858,2387.66793,2197.806920408363,213.23371067461048,0.8903892775254486
859,2191.55825,2192.60341218977,200.78244299172013,-0.005205446124655201
860,2478.08398,2187.2267661435417,218.48334302106312,1.3312557828649565
861,2401.41803,2181.6789271659623,213.3658032814811,1.029870295307578
862,2186.84444,2175.961909776595,199.70064684132382,0.0544942161957637
863,2316.64539,2170.0777969238134,207.51103695655317,0.7063122772928642
864,2477.93573,2164.028738762004,217.49072979907606,1.4433120507158714
865,2224.91878,2157.816951401082,201.24530668723446,0.3334330112016196
866,2407.83481,2151.4447156294686,212.49982777896247,1.2065425984119968
867,2369.14796,2144.914375610586,209.77550231201533,1.0689216897018505
868,2304.88236,2138.2283375546044,205.4391099694163,0.8112088417351759
869,2086.98702,2131.389068365358,191.6020938784793,-0.23174093490606298
870,2134.60942,2124.399094263508,194.2439339074381,0.05256445095143852
871,2241.75521,2117.2609993870187,200.63964601514428,0.6204865941778239
872,2214.43193,2109.9774243697243,198.64236265137336,0.5258420421307535
873,2182.46751,2102.5510648979966,196.35474166635058,0.40700033227513666
874,2450.43087,2094.9846702476225,213.1310117841388,1.6677357123062744
875,2166.18972,2087.2810418007475,194.75530839558516,0.40516830503522794
876,2205.90745,2079.4430315441055,196.9574602727082,0.6420900141624059
877,2318.629,2071.47354054942,203.8303726107122,1.2125546172778323
878,2061.01844,2063.3755174362695,187.31303639776462,-0.012583627288302549
879,2094.53415,2055.151956819502,189.0903017871569,0.20827188284265902
880,2146.06686,2046.805897740491,192.01489551794072,0.5169440734884787
881,1985.36148,2038.3404220842838,181.7147981748189,-0.29154995969736763
882,2112.97768,2029.758652983037,189.33408440705165,0.43953537091635997
883,1941.02034,2021.0637532063708,178.3570532866996,-0.44878187731496794
884,1995.63105,2012.258923540169,181.39911797568882,-0.09166457767670912
885,2222.51462,2003.347401154094,195.38196447069143,1.1217372055790868
886,2132.68665,1994.3324579588568,189.36410045098603,0.7306252437058635
887,2148.63525,1985.217398954188,190.0742733288906,0.8597578629857265
888,2083.8963,1976.0055605682617,185.6677162827494,0.5810958501123249
889,1981.18848,1966.7003089897169,178.91264322494064,0.08097902277407916
890,2098.47016,1957.3050384926848,185.97615220871134,0.7590495869002212
891,2080.48876,1947.8231697559163,184.52846662195887,0.7189437633808241
892,1980.67137,1938.2581481772352,177.92450712787968,0.23837762716004715
893,2093.99257,1928.6134421833758,184.77394628402925,0.8950348852884702
894,1998.54918,1918.8925415367066,178.41418892062646,0.44647031127513787
895,2099.63974,1909.0989556397733,184.52579158641262,1.0325970300525569
896,1836.16815,1899.2362118375709,167.6455244370661,-0.37619889972813775
897,1899.34894,1889.3078537196848,171.23474184031832,0.058639305157354896
898,1825.42983,1879.3174394223536,166.3184786583397,-0.3240025393272887
899,1749.52116,1869.2685399312531,161.32321516509995,-0.7422823789415699
900,2060.6279,1859.1647373861326,180.50830922326958,1.1160880265333317
901,1833.54412,1849.0096233880665,165.83136507617198,-0.09326042381043344
902,1861.54606,1838.8067973101947,167.25340634313815,0.13595694812429204
903,2149.776,1828.5598646125827,185.3902579431596,1.73264840855824
904,1727.42078,1818.2724351618294,158.27615559952588,-0.5740072142749318
905,1749.00096,1807.9481215570518,159.27047323632868,-0.37010727951806055
906,1897.92394,1797.590537461802,168.27531833079613,0.5962455072642461
907,1845.9423,1787.2032959442372,164.6729697672348,0.35670094575199746
908,1833.1413,1776.790007824371,163.54925170581123,0.3445524304629189
909,1719.38548,1766.3542800313553,156.1156438348904,-0.300859022693652
910,1604.39353,1755.8997139695134,148.72780831514004,-1.0186809426283363
911,1911.90601,1745.4299038954332,167.63338276347403,0.9930963830722178
912,1695.98135,1734.9484353061368,153.68291640939634,-0.25355508742645344
913,1854.09135,1724.4588833386463,163.32862919082768,0.7936910222267
914,1659.21107,1713.9648111829501,150.75262590109676,-0.3632025701421081
915,1655.78762,1703.4697685076899,150.21609886945058,-0.31742369071326565
916,1835.71003,1692.9772899001844,161.250876765194,0.8851594668080867
917,1774.46439,1682.4908933209376,157.04280319236355,0.5856587809783493
918,1744.74539,1672.0140785738295,154.8530672363212,0.4696795015056134
919,1669.12796,1661.5503257920545,149.77904636179142,0.05059208475424334
920,1807.99084,1651.1030939407508,158.29450249101632,0.9911130430328936
921,1799.53527,1640.6758193372707,157.461156133453,1.008880250619342
922,1599.60515,1630.2719141892348,144.50202267615555,-0.212223771136839
923,1603.65967,1619.8947651507794,144.445496068869,-0.11239599428589205
924,1451.6385,1609.5477318987748,134.7721955109333,-1.1716751463469668
925,1397.53617,1599.2341457279224,131.18406609420532,-1.5375188598215872
926,1712.92162,1588.957308166817,150.4701546532137,0.8238465104185061
927,1536.38915,1578.7204896146384,139.03147225962476,-0.3044730730865718
928,1525.77882,1568.5269279990544,138.0694034332353,-0.3096131868182192
929,1689.05573,1558.3798274565802,148.09827609987872,0.8823593763866024
930,1652.54111,1548.2823570349753,145.48272776605592,0.7166400751893947
931,1642.93292,1538.2376494187629,144.59166976951173,0.7240753962391331
932,1642.59316,1528.248799678245,144.2957775646076,0.7924303971442126
933,1480.81904,1518.3188640424428,133.79465777588385,-0.28027893389628256
934,1557.55813,1508.4508586963775,138.33177755968367,0.35499631516290536
935,1375.79766,1498.6477586029482,126.73164072550783,-0.9693719571502533
936,1508.14661,1488.9124963510221,134.66022853790793,0.14283440521239962
937,1447.5514,1479.2479610275827,130.58546955550875,-0.24272655399925047
938,1434.71767,1469.6569971176034,129.50788280276976,-0.2697853316837341
939,1658.28066,1460.142403429179,143.49509460824376,1.3808016023945524
940,1337.15787,1450.7069320462604,122.92379842567884,-0.923735383225352
941,1437.74295,1441.3532873079987,128.8858518423524,-0.02801189778700181
942,1461.38956,1432.0841248158624,130.1139191907575,0.22522905594115197
943,1391.49007,1422.9020504685905,125.46531009063595,-0.2503638690718449
944,1342.49493,1413.80961952529,122.15902767086634,-0.5837856676252644
945,1434.62577,1404.80933569666,127.66342223153107,0.23355502917088464
946,1375.43805,1395.9036502652918,123.69103895712897,-0.16545742066557625
947,1299.72976,1387.0949612346599,118.73687468538441,-0.7357882836831473
948,1316.9605,1378.3856125075267,119.54674742811135,-0.5138166769820686
949,1312.07274,1369.7778930934203,118.99430585927666,-0.48494045724895996
950,1405.41617,1361.274036345966,124.61191174256292,0.3542368705908932
951,1445.58529,1352.8762192299973,126.94518446524891,0.73030789754283
952,1257.76536,1344.5865616187002,114.9039210640109,-0.7555982495178175
953,1344.3974,1336.4071256207221,120.06653596956141,0.06654872079680539
954,1338.84836,1328.339914937762,119.49198014038897,0.08794268075474054
955,1294.59586,1320.3868742525153,116.49048670787347,-0.22140017594048078
956,1298.77904,1312.54988864719,116.5305696163564,-0.11817370062230675
957,1459.95945,1304.830783052475,126.60954542135353,1.2252525386712398
958,1352.58994,1297.2313217275814,119.50659077512634,0.4632264874544542
959,1241.51764,1289.753207770736,112.30606763199582,-0.4295009948063907
960,1301.98494,1282.3980826606592,115.88975711656933,0.1690128431250329
961,1274.38303,1275.1675258291032,113.94801960136962,-0.006884681557851118
962,1229.0883,1268.0630542636957,110.91031398475772,-0.3514078435397094
963,1138.60832,1261.0861221425653,105.12804446686425,-1.1650345325425464
964,1268.30657,1254.2381204989492,112.98135860664762,0.12452009494797289
965,1118.65392,1247.520376917443,103.50555356249437,-1.2450197354834323
966,1248.21985,1240.9341552605676,111.34351341924646,0.0654343887281441
967,1254.84364,1234.480655426408,111.58249558551482,0.1824926433733166
968,1293.57405,1228.1610131367997,113.8721306688399,0.5744428990569499
969,1272.57419,1221.9762997562325,112.36436414416558,0.4503019318371215
970,1190.26002,1215.927522141316,106.99726981322796,-0.23988931854168596
971,1227.86589,1210.0156225205124,109.19667720419767,0.16346896202810002
972,1226.91501,1204.241478404515,108.97579594277393,0.2080602522728207
973,1115.61973,1198.6059025263303,101.85826763521922,-0.8147220098374863
974,1116.88249,1193.1096428119072,101.7732807835263,-0.7489898352991471
975,1192.3919,1187.753382379964,106.33165795958496,0.04362311007883545
976,1082.91674,1182.5377395722976,99.36791718179882,-1.0025469225649146
977,1121.09888,1177.4632680128,101.57240572117004,-0.5549183128292522
978,1198.78897,1172.5304566962482,106.30746472780791,0.24700535725299066
979,1066.16389,1167.7397301059937,97.89273001117591,-1.0376239389216872
980,1128.53157,1163.0914483606057,101.61304583092021,-0.34011261130890363
981,1146.35555,1158.5859073888244,102.59849993121134,-0.11920600590675673
982,1128.8065,1154.2233391332059,101.37011329235142,-0.2507330642899034
983,1128.77109,1150.0039117817118,101.24392625556648,-0.20971946236176803
984,1153.03309,1145.9277300270473,102.65215335976677,0.06921783655185759
985,1098.1921,1141.9948353534614,99.09370666762838,-0.44203347343117194
986,1148.5355,1138.2052063511749,102.1429435017171,0.10113565650916875
987,1112.92892,1134.5587590569808,99.79191204249092,-0.2167494200108203
988,1069.3314,1131.0553473222674,96.96516070976695,-0.6365579850583398
989,1126.68422,1127.6947632067922,100.45134321549182,-0.010060026819395359
990,975.289905,1124.4767373984535,91.00003837519317,-1.6394150492921349
991,1088.73935,1121.4009396585607,97.8748935860663,-0.3337075368550939
992,1213.14443,1118.4669792927689,105.69949913828606,0.8957227941389315
993,1155.01816,1115.6744056463403,101.88679715596082,0.3861516452758369
994,1121.55701,1113.02270862389,99.67951029957194,0.08561740873787908
995,1035.66471,1110.5113192336707,94.22345626424234,-0.7943521942537244
996,1012.29964,1108.1396101550156,92.70344025737727,-1.0338340183377257
997,1092.78189,1105.9068963296768,97.63538910226924,-0.13442878089960678
998,1030.02373,1103.8124355750094,93.64695901171865,-0.787945560151888
999,1049.73285,1101.8554292208846,94.80229823732309,-0.5498029076299774
1000,971.174525,1100.0350227675578,89.9018165636619,-1.4333469855562735
1001,1052.10965,1098.3503065656207,94.82604680054799,-0.4876366581312909
1002,1014.32757,1096.8003165171187,92.42308079575625,-0.8923392923827483
1003,1112.06048,1095.3840347972614,98.49285918186547,0.16931628689899153
1004,1019.71006,1094.1003905960301,92.64951127776254,-0.8029219967821362
1005,1035.04841,1092.9482608803967,93.55386099817134,-0.6188932264540992
1006,1002.22509,1091.9264711748706,91.47633760881173,-0.9805965511919424
1007,1053.8307,1091.0337963615493,94.64193047583785,-0.39309316889988116
1008,972.790061,1090.2689614982833,89.5890107727813,-1.3113092720293253
1009,1100.09203,1089.6306426548094,97.48873017267948,0.10730868405671691
1010,1123.80778,1089.1174677659228,98.96885681901773,0.35051745921966876
1011,1076.14124,1088.7280175021733,95.91478775683386,-0.13122874789739178
1012,952.168563,1088.460826156098,88.20681598360366,-1.5451443478181175
1013,1083.62226,1088.3143825452578,96.34075039948902,-0.04870340459048963
1014,1135.40978,1088.2871309299285,99.62069213886645,0.47302069538309144
1015,1116.01655,1088.3774719459984,98.36428097660249,0.28098693732713836
1016,1059.78433,1088.583763552051,94.78757946331476,-0.30383130063150593
1017,1090.40197,1088.9043219903401,96.71031109142017,0.015485918644642188
1018,953.874082,1089.3374227614065,88.21189572025634,-1.5356584240179714
1019,1166.2017,1089.8813016107488,101.5495409283588,0.7515582807320994
1020,981.332065,1090.5341555285322,89.88031688495401,-1.214972246574408
1021,1022.02665,1091.2941437604445,92.39530994147711,-0.7496862536022478
1022,1044.34978,1092.1593888303364,93.79055248238018,-0.5097486640705958
1023,1010.74681,1093.1279775727558,91.70049735294361,-0.8983720912186668
1024,1077.99882,1094.1979621765724,95.91843569008292,-0.16888455342320877
1025,984.484539,1095.3673612375064,90.09485403875904,-1.2307342458183494
1026,1058.52804,1096.634160820074,94.71041725760138,-0.402343500572168
1027,963.715082,1097.9963155278992,88.84848190999749,-1.5113509048350942
1028,1059.96039,1099.4517495822818,94.82900881775545,-0.4164480898263652
1029,1024.37,1100.9983579080226,92.62063174716054,-0.8273357292272185
1030,1005.07403,1102.6340072263633,91.44406267395017,-1.0668814833196976
1031,1007.92737,1104.3565371542393,91.64287464980013,-1.0522276556985937
1032,1057.28303,1106.1637613094158,94.74307082004873,-0.5159293538443344
1033,1071.36592,1108.0534684211873,95.65417643337268,-0.38354361293091904
1034,1104.73248,1110.023423445564,97.7924087006268,-0.05410382580678004
1035,1084.77202,1112.071368685102,96.55610417032435,-0.2827304282797702
1036,1011.39937,1114.195024912095,91.99915546023783,-1.1173543321984463
1037,994.481007,1116.3920924956308,90.98996431397558,-1.3398300176814764
1038,1103.58652,1118.660252530609,97.84346741515117,-0.15405967234021634
1039,1102.10034,1120.997167969629,97.78426816218466,-0.19325018558493187
1040,1085.02281,1123.4004847561753,96.74101141827921,-0.39670532893481697
