ID,n_points_used,ell_min,ell_max,Dl_max,model_name,epsilon_model_pinned,chi2_red,p_chi2,AIC,BIC,Qexp,R_gate,phi_ac,A_ac,A_pk,k_pk,sigma_pk,S_resp,rho_AR1,acf_lags_over_2_over_sqrtN,deltaH_mix_total_nats,deltaH_mix_per_mode_nats
CMBTT,2507,2.0,2508.0,6651.84383,EGR-Freed7,0.075,1.0080111290399756,0.38517949826492415,2534.0278225999396,2574.8157172870474,0.47550312743736406,0.9253140294791858,2.368896932262954,0.34316784196202305,0.6494685012513712,0.016879091884442664,0.013019358998007097,0.5138829762529393,0.4332840797101989,1;2;3;4;5;6;7;8;9;10;11;12,881.2263770839197,0.3515063331008854
CMBTT,2507,2.0,2508.0,6651.84383,EGR-Freed7,0.075,1.0080111290399756,0.38517949826492415,2534.0278225999396,2574.8157172870474,0.47550312743736406,0.9253140294791858,2.368896932262954,0.34316784196202305,0.6494685012513712,0.016879091884442664,0.013019358998007097,0.5138829762529393,0.4332840797101989,1;2;3;4;5;6;7;8;9;10;11;12,881.2263770839197,0.3515063331008854
CMBTT,2507,2.0,2508.0,6651.84383,EGR-Freed7,0.075,1.008010931242372,0.38518215754832447,2534.027328105931,2574.8152227930386,0.47549277376727983,0.9253092288738715,2.368897666685868,0.34317436580780497,0.6495287567610813,0.01687831239637231,0.013020537568244396,0.5138744529177219,0.4332838775595957,1;2;3;4;5;6;7;8;9;10;11;12,881.2263770839197,0.3515063331008854
CMBTT,2507,2.0,2508.0,6651.84383,EGR-Freed7,0.075,1.0080031927619257,0.385286201804813,2534.007981904814,2574.795876591922,0.47471733175532527,0.9233439459447252,2.368887765566894,0.3434861723332358,0.6522459854370459,0.016858125851958,0.013061699754159198,0.5141283850294975,0.43327819630106,1;2;3;4;5;6;7;8;9;10;11;12,881.2263770839197,0.3515063331008854
CMBTT,2507,2.0,2508.0,6651.84383,EGR-Freed7,0.075,1.0078605963276226,0.3872049840776848,2533.651490819056,2574.439385506164,0.4601005382552253,0.8869042135382473,2.3686831716156953,0.34960978607713356,0.704580303052445,0.016444095784238784,0.01387139201663381,0.5187713974428916,0.4331752478886356,1;2;3;4;5;6;7;8;9;10;11;12,881.2263770839197,0.3515063331008854
